Nombre de bits,Nombre de bits à 1,Rang dans la sous famille,Position du bit,Valeur
2, 1, 2, 1, 1
11, 6, 23, 8, 0
3, 0, 1, 1, 0
14, 8, 95, 5, 1
8, 0, 1, 5, 0
6, 6, 1, 5, 1
6, 1, 1, 3, 0
8, 7, 7, 3, 1
13, 13, 1, 3, 1
8, 8, 1, 8, 1
3, 3, 1, 2, 1
8, 2, 27, 2, 0
10, 4, 72, 9, 1
6, 5, 6, 2, 1
4, 1, 1, 3, 0
11, 7, 163, 8, 1
12, 9, 164, 4, 0
4, 3, 1, 3, 1
4, 3, 4, 1, 1
8, 8, 1, 4, 1
13, 1, 4, 7, 0
13, 13, 1, 12, 1
2, 0, 1, 2, 0
7, 0, 1, 6, 0
3, 0, 1, 3, 0
4, 1, 3, 1, 0
1, 0, 1, 1, 0
8, 0, 1, 4, 0
14, 1, 5, 8, 0
11, 9, 45, 4, 1
7, 6, 5, 1, 1
14, 0, 1, 8, 0
7, 7, 1, 5, 1
14, 2, 72, 10, 0
2, 0, 1, 2, 0
14, 1, 5, 13, 0
14, 2, 6, 9, 0
13, 4, 138, 1, 0
13, 13, 1, 5, 1
13, 12, 2, 12, 1
9, 3, 13, 2, 0
2, 1, 1, 2, 1
2, 2, 1, 2, 1
13, 1, 5, 10, 0
6, 5, 6, 1, 1
12, 12, 1, 3, 1
15, 8, 52, 7, 0
1, 1, 1, 1, 1
3, 2, 2, 2, 0
6, 3, 3, 1, 0
2, 2, 1, 1, 1
3, 0, 1, 3, 0
13, 11, 66, 2, 1
5, 4, 4, 5, 1
9, 6, 82, 7, 0
12, 0, 1, 6, 0
7, 0, 1, 1, 0
8, 3, 32, 1, 0
5, 5, 1, 2, 1
7, 7, 1, 6, 1
16, 14, 9, 15, 1
6, 4, 3, 5, 1
7, 6, 7, 3, 1
14, 0, 1, 14, 0
1, 1, 1, 1, 1
11, 1, 4, 5, 0
15, 7, 3155, 3, 1
14, 0, 1, 6, 0
9, 1, 8, 7, 0
8, 5, 24, 8, 1
16, 4, 861, 3, 1
3, 2, 2, 1, 1
6, 4, 3, 5, 1
6, 1, 5, 6, 0
11, 8, 24, 10, 1
1, 0, 1, 1, 0
13, 4, 297, 5, 0
1, 1, 1, 1, 1
15, 0, 1, 3, 0
16, 12, 731, 12, 1
4, 0, 1, 2, 0
11, 4, 298, 3, 0
11, 7, 93, 10, 0
8, 6, 17, 5, 1
9, 0, 1, 5, 0
2, 2, 1, 1, 1
10, 1, 7, 5, 0
15, 3, 222, 11, 0
9, 5, 116, 2, 1
2, 0, 1, 1, 0
4, 0, 1, 2, 0
7, 7, 1, 6, 1
5, 5, 1, 5, 1
14, 13, 4, 1, 1
5, 0, 1, 2, 0
9, 9, 1, 2, 1
9, 8, 7, 2, 1
7, 1, 4, 3, 0
15, 0, 1, 12, 0
13, 2, 15, 13, 0
13, 7, 394, 10, 1
15, 2, 49, 7, 0
5, 2, 4, 4, 0
6, 0, 1, 6, 0
9, 9, 1, 8, 1
5, 2, 8, 4, 1
2, 2, 1, 1, 1
16, 15, 8, 5, 1
10, 0, 1, 9, 0
7, 3, 4, 5, 1
16, 9, 9909, 1, 1
9, 3, 44, 3, 0
5, 1, 4, 1, 0
5, 1, 2, 4, 1
7, 5, 13, 5, 0
2, 1, 2, 1, 1
3, 3, 1, 3, 1
5, 0, 1, 2, 0
12, 0, 1, 6, 0
6, 2, 6, 4, 1
6, 4, 12, 5, 1
10, 9, 10, 2, 1
7, 0, 1, 6, 0
10, 3, 97, 1, 1
14, 7, 437, 2, 0
12, 7, 579, 1, 1
7, 0, 1, 7, 0
13, 12, 7, 2, 1
3, 0, 1, 3, 0
3, 2, 1, 3, 1
13, 9, 3, 13, 1
6, 2, 11, 4, 0
7, 0, 1, 1, 0
11, 4, 131, 8, 0
9, 2, 25, 7, 0
15, 9, 2404, 9, 0
1, 0, 1, 1, 0
15, 8, 3397, 10, 1
15, 15, 1, 12, 1
12, 3, 95, 12, 1
6, 3, 14, 4, 0
12, 12, 1, 3, 1
6, 4, 11, 2, 1
11, 3, 165, 11, 0
4, 1, 4, 1, 1
7, 6, 7, 1, 1
4, 0, 1, 1, 0
16, 14, 107, 5, 1
7, 2, 6, 1, 0
9, 2, 1, 2, 0
3, 2, 1, 3, 1
8, 4, 26, 8, 1
10, 10, 1, 3, 1
10, 8, 13, 9, 1
5, 5, 1, 1, 1
5, 3, 1, 1, 0
1, 0, 1, 1, 0
16, 7, 2951, 12, 0
15, 6, 4434, 6, 1
13, 0, 1, 6, 0
6, 0, 1, 4, 0
3, 0, 1, 1, 0
4, 4, 1, 2, 1
1, 1, 1, 1, 1
4, 4, 1, 2, 1
3, 1, 3, 2, 0
11, 2, 42, 3, 0
7, 3, 27, 5, 0
8, 2, 27, 2, 0
13, 8, 150, 8, 0
4, 3, 4, 4, 0
10, 6, 4, 1, 0
5, 0, 1, 5, 0
14, 4, 94, 5, 0
3, 3, 1, 1, 1
2, 0, 1, 2, 0
2, 2, 1, 2, 1
8, 2, 12, 4, 0
5, 5, 1, 3, 1
1, 0, 1, 1, 0
16, 11, 2993, 13, 1
10, 10, 1, 2, 1
6, 4, 12, 3, 0
8, 6, 20, 3, 1
10, 8, 7, 10, 1
10, 2, 9, 7, 0
11, 11, 1, 8, 1
9, 0, 1, 2, 0
9, 8, 9, 6, 1
12, 2, 18, 9, 0
10, 1, 7, 4, 1
7, 0, 1, 6, 0
3, 1, 3, 1, 1
14, 11, 65, 11, 0
12, 0, 1, 7, 0
9, 8, 9, 6, 1
13, 8, 393, 11, 0
9, 6, 26, 9, 1
8, 8, 1, 6, 1
14, 0, 1, 11, 0
8, 1, 2, 3, 0
12, 9, 17, 2, 1
5, 2, 1, 3, 0
7, 6, 5, 4, 1
9, 6, 1, 4, 1
12, 4, 242, 6, 1
9, 1, 1, 4, 0
15, 15, 1, 15, 1
11, 4, 151, 3, 0
8, 6, 24, 8, 1
2, 0, 1, 2, 0
4, 3, 1, 4, 1
5, 2, 4, 5, 1
9, 6, 59, 1, 1
8, 0, 1, 7, 0
8, 7, 3, 1, 1
10, 2, 26, 2, 0
6, 2, 14, 3, 1
4, 3, 1, 3, 1
14, 11, 106, 4, 1
7, 0, 1, 4, 0
16, 10, 66, 8, 1
9, 9, 1, 4, 1
11, 3, 27, 8, 0
6, 5, 3, 1, 1
7, 6, 4, 4, 0
12, 0, 1, 8, 0
12, 4, 66, 3, 0
14, 0, 1, 10, 0
12, 5, 491, 4, 0
16, 4, 46, 5, 0
11, 1, 7, 9, 0
9, 9, 1, 4, 1
1, 0, 1, 1, 0
1, 1, 1, 1, 1
10, 9, 7, 4, 1
10, 6, 174, 1, 1
14, 10, 751, 2, 1
12, 6, 889, 10, 0
7, 2, 13, 4, 0
13, 2, 25, 5, 0
3, 3, 1, 2, 1
10, 7, 72, 8, 1
16, 3, 383, 6, 0
16, 3, 450, 8, 0
13, 5, 558, 2, 1
9, 6, 19, 5, 0
1, 1, 1, 1, 1
8, 5, 53, 2, 1
12, 2, 21, 2, 0
13, 8, 741, 13, 1
4, 4, 1, 1, 1
2, 0, 1, 2, 0
5, 4, 2, 4, 1
6, 3, 17, 5, 0
16, 15, 16, 4, 1
1, 0, 1, 1, 0
3, 2, 2, 2, 0
3, 2, 1, 2, 1
12, 7, 469, 4, 0
8, 7, 7, 3, 1
3, 0, 1, 1, 0
9, 0, 1, 6, 0
10, 5, 54, 5, 1
5, 4, 1, 1, 0
7, 5, 8, 6, 1
16, 14, 120, 1, 1
7, 5, 13, 5, 0
10, 1, 5, 3, 0
13, 9, 258, 2, 0
1, 1, 1, 1, 1
7, 7, 1, 5, 1
1, 1, 1, 1, 1
14, 1, 4, 12, 0
13, 3, 15, 12, 1
3, 0, 1, 1, 0
11, 2, 21, 6, 1
16, 12, 795, 6, 1
2, 2, 1, 2, 1
12, 12, 1, 1, 1
2, 2, 1, 2, 1
6, 6, 1, 4, 1
15, 6, 1838, 14, 0
16, 16, 1, 12, 1
4, 0, 1, 1, 0
5, 2, 8, 4, 1
9, 6, 39, 1, 1
4, 0, 1, 1, 0
7, 1, 5, 5, 0
1, 0, 1, 1, 0
2, 0, 1, 2, 0
1, 1, 1, 1, 1
6, 4, 9, 4, 1
3, 2, 1, 1, 0
11, 11, 1, 11, 1
4, 1, 3, 4, 0
1, 1, 1, 1, 1
16, 13, 371, 4, 1
11, 8, 20, 2, 1
8, 6, 2, 1, 0
8, 8, 1, 5, 1
11, 4, 135, 9, 0
15, 2, 23, 4, 0
6, 2, 1, 3, 0
8, 4, 31, 1, 0
10, 3, 23, 9, 1
7, 0, 1, 7, 0
6, 5, 2, 4, 1
5, 1, 3, 5, 0
12, 0, 1, 1, 0
7, 7, 1, 7, 1
15, 8, 4718, 4, 1
4, 4, 1, 2, 1
8, 8, 1, 1, 1
5, 1, 4, 1, 0
9, 5, 22, 6, 1
6, 3, 19, 1, 1
1, 1, 1, 1, 1
8, 0, 1, 7, 0
13, 13, 1, 9, 1
2, 1, 2, 2, 0
2, 0, 1, 2, 0
13, 8, 779, 3, 1
7, 6, 2, 1, 1
7, 5, 15, 1, 1
3, 1, 3, 3, 0
3, 0, 1, 3, 0
2, 1, 2, 1, 1
11, 3, 97, 5, 0
10, 8, 11, 5, 1
15, 5, 1308, 8, 0
5, 0, 1, 3, 0
1, 0, 1, 1, 0
15, 7, 4789, 7, 0
3, 3, 1, 1, 1
2, 0, 1, 2, 0
15, 12, 61, 3, 1
3, 3, 1, 3, 1
8, 5, 7, 4, 0
12, 12, 1, 11, 1
7, 5, 9, 4, 1
5, 3, 10, 2, 1
13, 12, 2, 10, 1
15, 3, 390, 10, 0
4, 1, 1, 4, 1
3, 3, 1, 3, 1
13, 10, 19, 8, 1
11, 0, 1, 8, 0
2, 2, 1, 1, 1
3, 1, 1, 3, 1
2, 0, 1, 1, 0
6, 1, 5, 6, 0
1, 0, 1, 1, 0
8, 0, 1, 2, 0
3, 3, 1, 3, 1
16, 12, 663, 7, 0
13, 12, 11, 6, 1
7, 1, 5, 3, 1
14, 12, 26, 5, 1
7, 6, 3, 4, 1
12, 0, 1, 10, 0
14, 2, 14, 13, 0
16, 16, 1, 10, 1
6, 6, 1, 2, 1
1, 1, 1, 1, 1
3, 3, 1, 2, 1
8, 8, 1, 1, 1
9, 4, 73, 7, 1
9, 6, 60, 6, 0
13, 1, 9, 11, 0
1, 1, 1, 1, 1
14, 13, 10, 2, 1
11, 2, 17, 7, 0
8, 1, 3, 3, 0
10, 7, 102, 6, 0
6, 0, 1, 4, 0
3, 2, 2, 3, 1
3, 1, 3, 1, 1
10, 5, 83, 1, 0
15, 9, 4107, 4, 0
6, 4, 8, 4, 1
12, 4, 283, 3, 0
4, 1, 1, 2, 0
6, 3, 3, 2, 0
9, 4, 79, 1, 1
2, 1, 2, 2, 0
6, 0, 1, 6, 0
11, 3, 138, 10, 0
3, 3, 1, 2, 1
6, 2, 9, 5, 0
10, 7, 29, 8, 1
7, 1, 5, 3, 1
10, 7, 45, 10, 1
7, 7, 1, 2, 1
3, 0, 1, 3, 0
6, 0, 1, 6, 0
8, 1, 1, 6, 0
12, 8, 134, 1, 0
5, 2, 2, 4, 0
11, 9, 32, 1, 1
10, 4, 146, 1, 1
14, 10, 722, 8, 1
12, 12, 1, 1, 1
5, 1, 2, 2, 0
3, 3, 1, 1, 1
10, 7, 55, 7, 0
2, 1, 2, 1, 1
12, 5, 652, 6, 0
4, 2, 6, 2, 1
15, 7, 5265, 8, 1
1, 1, 1, 1, 1
15, 8, 2134, 7, 1
8, 2, 14, 3, 1
14, 9, 1780, 4, 1
15, 1, 2, 10, 0
8, 7, 6, 5, 1
14, 14, 1, 8, 1
8, 0, 1, 8, 0
16, 7, 37, 8, 0
5, 1, 5, 2, 0
1, 0, 1, 1, 0
16, 3, 295, 14, 1
13, 13, 1, 4, 1
5, 2, 7, 5, 1
12, 0, 1, 8, 0
5, 5, 1, 2, 1
10, 1, 6, 9, 0
15, 7, 6335, 1, 1
8, 0, 1, 6, 0
14, 4, 325, 12, 1
8, 7, 8, 2, 1
2, 2, 1, 2, 1
10, 6, 195, 5, 1
10, 7, 101, 10, 1
3, 1, 1, 3, 1
5, 0, 1, 5, 0
10, 1, 8, 9, 0
9, 5, 99, 8, 0
4, 3, 1, 1, 0
16, 8, 4898, 8, 1
3, 1, 3, 2, 0
12, 10, 20, 2, 0
8, 2, 4, 2, 0
14, 9, 1339, 8, 0
15, 5, 2109, 12, 0
7, 6, 2, 5, 1
6, 4, 4, 2, 1
2, 2, 1, 1, 1
10, 7, 68, 2, 1
13, 9, 479, 4, 1
6, 4, 7, 3, 1
2, 0, 1, 1, 0
13, 4, 194, 2, 0
13, 5, 1076, 5, 1
13, 9, 383, 2, 0
10, 0, 1, 1, 0
3, 1, 2, 3, 0
3, 0, 1, 1, 0
6, 6, 1, 3, 1
15, 2, 21, 7, 0
5, 4, 4, 1, 1
2, 1, 1, 1, 0
4, 0, 1, 1, 0
16, 16, 1, 11, 1
16, 7, 2360, 11, 0
6, 4, 8, 5, 0
2, 2, 1, 2, 1
9, 4, 103, 8, 0
12, 5, 333, 1, 0
10, 0, 1, 9, 0
3, 2, 1, 2, 1
1, 0, 1, 1, 0
16, 13, 451, 13, 1
15, 12, 444, 9, 1
16, 9, 4677, 1, 0
13, 12, 2, 9, 1
11, 8, 98, 1, 1
5, 0, 1, 3, 0
2, 2, 1, 1, 1
8, 7, 4, 6, 1
1, 1, 1, 1, 1
8, 4, 9, 1, 0
3, 2, 1, 1, 0
10, 10, 1, 4, 1
7, 0, 1, 3, 0
2, 2, 1, 1, 1
3, 2, 2, 3, 1
15, 14, 2, 9, 1
1, 1, 1, 1, 1
1, 0, 1, 1, 0
7, 4, 21, 1, 1
6, 5, 1, 6, 1
7, 4, 33, 1, 1
4, 4, 1, 3, 1
4, 4, 1, 4, 1
2, 0, 1, 1, 0
13, 5, 134, 4, 1
16, 2, 53, 5, 0
9, 0, 1, 6, 0
8, 3, 11, 1, 0
7, 1, 5, 1, 0
1, 0, 1, 1, 0
6, 1, 4, 3, 1
13, 4, 681, 10, 0
9, 9, 1, 3, 1
13, 10, 19, 11, 0
15, 6, 2378, 4, 1
1, 1, 1, 1, 1
2, 1, 1, 1, 0
9, 6, 38, 7, 1
9, 2, 35, 7, 0
1, 1, 1, 1, 1
1, 1, 1, 1, 1
7, 6, 3, 5, 1
8, 6, 19, 7, 1
4, 2, 6, 3, 0
6, 2, 15, 3, 0
1, 0, 1, 1, 0
14, 0, 1, 7, 0
3, 2, 3, 2, 1
3, 2, 1, 3, 1
1, 0, 1, 1, 0
1, 1, 1, 1, 1
7, 6, 1, 5, 1
5, 2, 8, 1, 1
10, 5, 230, 8, 0
2, 1, 1, 2, 1
12, 5, 128, 11, 1
9, 1, 7, 2, 0
1, 0, 1, 1, 0
2, 2, 1, 2, 1
3, 2, 2, 1, 1
9, 6, 10, 1, 0
8, 0, 1, 4, 0
4, 4, 1, 4, 1
6, 3, 18, 2, 1
16, 8, 6693, 11, 1
15, 3, 43, 10, 0
11, 1, 9, 5, 0
13, 6, 518, 7, 1
4, 1, 4, 3, 0
2, 1, 1, 1, 0
5, 1, 4, 2, 1
6, 2, 15, 6, 0
3, 1, 1, 3, 1
14, 11, 44, 2, 1
12, 9, 29, 6, 1
16, 5, 2204, 8, 1
5, 2, 3, 3, 1
7, 4, 29, 6, 0
14, 0, 1, 9, 0
15, 11, 801, 13, 1
15, 5, 651, 5, 0
2, 1, 1, 2, 1
8, 6, 8, 2, 0
8, 5, 13, 8, 1
8, 2, 2, 8, 1
4, 0, 1, 4, 0
8, 1, 1, 1, 0
11, 0, 1, 8, 0
11, 9, 28, 9, 1
6, 2, 7, 6, 1
2, 0, 1, 2, 0
2, 0, 1, 2, 0
1, 0, 1, 1, 0
13, 7, 1025, 8, 0
5, 5, 1, 5, 1
12, 5, 81, 11, 0
7, 5, 4, 5, 0
1, 1, 1, 1, 1
2, 2, 1, 2, 1
3, 3, 1, 3, 1
4, 0, 1, 2, 0
15, 0, 1, 3, 0
5, 4, 4, 1, 1
11, 2, 54, 10, 0
5, 0, 1, 3, 0
2, 0, 1, 2, 0
12, 0, 1, 3, 0
4, 2, 4, 4, 1
4, 2, 2, 4, 1
10, 8, 42, 6, 1
11, 7, 323, 9, 0
14, 3, 182, 6, 0
8, 0, 1, 5, 0
14, 12, 84, 2, 1
4, 4, 1, 1, 1
8, 4, 53, 7, 1
9, 6, 29, 8, 1
6, 1, 4, 3, 1
9, 3, 54, 9, 0
15, 4, 606, 5, 0
11, 5, 46, 5, 1
7, 1, 5, 3, 1
1, 0, 1, 1, 0
3, 0, 1, 2, 0
10, 9, 5, 1, 1
2, 0, 1, 2, 0
5, 1, 5, 5, 0
4, 4, 1, 4, 1
3, 3, 1, 3, 1
11, 1, 5, 1, 0
13, 5, 164, 8, 0
16, 9, 10673, 14, 1
12, 0, 1, 11, 0
7, 2, 12, 1, 0
11, 7, 161, 3, 1
16, 6, 6558, 13, 0
15, 5, 1695, 2, 1
12, 8, 78, 10, 1
11, 10, 11, 10, 1
6, 3, 20, 6, 0
5, 4, 4, 3, 1
2, 2, 1, 1, 1
13, 2, 47, 7, 0
11, 3, 146, 1, 1
6, 4, 15, 5, 0
3, 3, 1, 2, 1
10, 1, 1, 3, 0
12, 1, 9, 8, 0
14, 13, 2, 11, 1
15, 14, 5, 9, 1
15, 3, 116, 4, 0
5, 1, 4, 3, 0
14, 14, 1, 8, 1
10, 5, 159, 10, 0
16, 14, 119, 12, 1
1, 0, 1, 1, 0
7, 4, 13, 4, 1
13, 7, 328, 6, 1
7, 4, 34, 5, 1
15, 7, 4461, 14, 0
3, 3, 1, 1, 1
10, 7, 109, 10, 0
3, 1, 1, 2, 0
11, 0, 1, 2, 0
16, 13, 212, 10, 1
3, 0, 1, 1, 0
14, 7, 2254, 11, 0
2, 1, 1, 1, 0
6, 2, 13, 6, 0
6, 5, 3, 1, 1
7, 7, 1, 5, 1
6, 6, 1, 1, 1
9, 3, 18, 3, 0
9, 5, 39, 5, 0
1, 0, 1, 1, 0
8, 7, 4, 7, 1
5, 0, 1, 2, 0
11, 0, 1, 8, 0
16, 5, 1257, 12, 1
7, 7, 1, 1, 1
10, 8, 32, 10, 1
1, 1, 1, 1, 1
15, 3, 236, 14, 0
2, 1, 2, 1, 1
13, 8, 597, 3, 0
5, 1, 1, 1, 0
7, 0, 1, 6, 0
12, 10, 44, 10, 1
13, 11, 16, 6, 0
9, 1, 9, 9, 0
7, 4, 27, 4, 0
4, 3, 1, 2, 1
9, 7, 19, 5, 1
4, 2, 3, 4, 0
13, 3, 274, 10, 0
5, 2, 2, 1, 0
11, 4, 10, 6, 1
4, 0, 1, 2, 0
11, 8, 129, 6, 1
13, 10, 135, 11, 1
12, 5, 316, 2, 1
13, 13, 1, 9, 1
8, 0, 1, 1, 0
13, 3, 183, 13, 0
4, 0, 1, 4, 0
6, 5, 6, 4, 1
4, 2, 6, 1, 1
6, 6, 1, 2, 1
11, 10, 7, 11, 1
16, 1, 14, 11, 0
16, 11, 1570, 7, 1
7, 2, 1, 4, 0
3, 2, 2, 2, 0
6, 2, 10, 5, 0
9, 1, 7, 7, 0
7, 5, 20, 6, 1
9, 1, 2, 3, 0
6, 4, 10, 3, 0
4, 4, 1, 2, 1
7, 1, 2, 7, 0
6, 6, 1, 2, 1
9, 8, 6, 3, 1
16, 11, 3704, 2, 1
5, 3, 8, 4, 0
3, 3, 1, 2, 1
16, 16, 1, 6, 1
14, 5, 554, 13, 0
8, 3, 48, 8, 0
11, 2, 14, 2, 0
13, 6, 995, 13, 0
13, 8, 912, 10, 0
8, 5, 25, 8, 1
2, 1, 1, 2, 1
5, 2, 7, 2, 0
5, 5, 1, 5, 1
11, 9, 17, 7, 1
4, 4, 1, 4, 1
16, 6, 5548, 2, 0
13, 10, 38, 5, 0
9, 0, 1, 1, 0
9, 8, 8, 1, 1
11, 3, 31, 9, 0
7, 1, 1, 5, 0
3, 0, 1, 1, 0
6, 5, 3, 5, 1
11, 9, 20, 4, 0
12, 10, 53, 12, 1
7, 6, 3, 5, 1
4, 2, 3, 2, 1
1, 0, 1, 1, 0
9, 1, 6, 1, 0
6, 5, 3, 3, 0
16, 16, 1, 5, 1
12, 9, 69, 4, 0
8, 4, 50, 4, 0
10, 2, 13, 4, 0
4, 1, 4, 2, 0
12, 0, 1, 2, 0
4, 4, 1, 1, 1
7, 0, 1, 7, 0
7, 3, 12, 7, 1
2, 0, 1, 2, 0
16, 6, 3157, 4, 0
11, 6, 142, 10, 1
6, 5, 5, 5, 0
11, 5, 356, 9, 0
12, 3, 194, 4, 1
4, 3, 1, 1, 0
10, 10, 1, 9, 1
12, 6, 86, 9, 1
15, 13, 32, 10, 1
11, 1, 3, 10, 0
14, 7, 1829, 3, 0
13, 12, 9, 3, 1
14, 4, 222, 13, 0
11, 3, 21, 2, 0
5, 0, 1, 1, 0
8, 0, 1, 7, 0
15, 6, 1706, 13, 0
3, 0, 1, 1, 0
5, 1, 2, 1, 0
12, 10, 5, 10, 1
10, 1, 1, 10, 1
1, 0, 1, 1, 0
3, 1, 2, 1, 0
6, 2, 15, 2, 1
15, 2, 63, 12, 0
14, 5, 89, 6, 1
15, 11, 180, 15, 1
2, 0, 1, 2, 0
14, 10, 137, 12, 1
16, 0, 1, 15, 0
8, 4, 38, 4, 0
10, 7, 32, 10, 1
7, 4, 17, 1, 1
13, 13, 1, 1, 1
9, 1, 5, 9, 0
7, 6, 2, 7, 1
3, 3, 1, 1, 1
2, 1, 2, 2, 0
10, 3, 99, 8, 0
13, 3, 147, 10, 0
9, 8, 5, 2, 1
6, 5, 5, 2, 1
1, 0, 1, 1, 0
13, 10, 263, 10, 0
4, 4, 1, 1, 1
13, 1, 3, 13, 0
9, 1, 6, 9, 0
14, 12, 81, 7, 1
16, 6, 1689, 8, 0
8, 3, 21, 3, 0
10, 10, 1, 4, 1
6, 0, 1, 3, 0
3, 0, 1, 1, 0
10, 1, 9, 1, 0
2, 1, 1, 1, 0
14, 10, 34, 7, 1
14, 8, 2734, 6, 0
8, 5, 46, 5, 1
5, 4, 5, 1, 1
15, 0, 1, 8, 0
14, 2, 20, 7, 0
4, 1, 2, 1, 0
7, 0, 1, 6, 0
1, 1, 1, 1, 1
14, 1, 11, 8, 0
6, 2, 12, 1, 1
16, 11, 469, 8, 1
14, 2, 18, 10, 0
9, 5, 55, 8, 0
2, 2, 1, 2, 1
16, 7, 6170, 16, 0
5, 1, 4, 5, 0
1, 0, 1, 1, 0
9, 9, 1, 3, 1
3, 2, 3, 1, 1
12, 10, 24, 7, 1
3, 0, 1, 1, 0
6, 6, 1, 3, 1
12, 3, 111, 7, 1
3, 1, 1, 1, 0
2, 1, 2, 2, 0
11, 3, 36, 9, 0
1, 1, 1, 1, 1
9, 5, 82, 8, 1
1, 0, 1, 1, 0
8, 1, 1, 3, 0
13, 12, 12, 4, 1
10, 2, 13, 3, 0
9, 9, 1, 4, 1
6, 5, 6, 2, 1
3, 0, 1, 3, 0
15, 13, 97, 12, 1
13, 0, 1, 7, 0
13, 0, 1, 8, 0
14, 10, 98, 1, 0
9, 6, 21, 9, 1
12, 4, 136, 3, 1
8, 3, 17, 5, 0
10, 5, 151, 4, 1
10, 0, 1, 1, 0
10, 10, 1, 7, 1
12, 6, 617, 5, 0
3, 2, 1, 1, 0
7, 4, 32, 2, 1
11, 3, 93, 1, 0
6, 1, 4, 3, 1
6, 0, 1, 3, 0
4, 2, 5, 3, 1
3, 2, 3, 1, 1
4, 1, 3, 1, 0
4, 4, 1, 2, 1
11, 3, 43, 2, 0
15, 9, 1460, 6, 1
5, 4, 1, 4, 1
14, 11, 289, 2, 1
4, 3, 3, 2, 1
5, 5, 1, 2, 1
6, 3, 9, 4, 0
1, 0, 1, 1, 0
9, 3, 52, 1, 0
3, 1, 2, 3, 0
3, 3, 1, 2, 1
6, 0, 1, 3, 0
8, 2, 2, 6, 1
14, 2, 60, 9, 0
2, 0, 1, 1, 0
10, 4, 137, 9, 1
5, 3, 8, 3, 0
5, 3, 3, 2, 1
11, 6, 373, 6, 0
10, 7, 68, 5, 1
4, 2, 2, 3, 0
11, 11, 1, 3, 1
3, 1, 1, 2, 0
6, 6, 1, 3, 1
11, 2, 49, 3, 0
13, 6, 95, 8, 0
10, 1, 9, 1, 0
5, 5, 1, 4, 1
13, 9, 622, 1, 1
11, 5, 126, 4, 1
12, 9, 33, 9, 1
14, 14, 1, 10, 1
15, 0, 1, 9, 0
14, 12, 83, 9, 1
8, 8, 1, 7, 1
7, 4, 19, 7, 0
5, 5, 1, 4, 1
3, 0, 1, 2, 0
3, 2, 1, 3, 1
1, 1, 1, 1, 1
14, 3, 90, 2, 0
14, 9, 242, 6, 1
10, 4, 197, 2, 1
11, 0, 1, 10, 0
5, 1, 4, 3, 0
12, 10, 61, 5, 1
2, 0, 1, 2, 0
16, 12, 742, 3, 1
14, 12, 60, 7, 1
7, 0, 1, 6, 0
13, 0, 1, 11, 0
3, 0, 1, 3, 0
6, 5, 5, 5, 0
6, 4, 5, 2, 1
6, 5, 1, 2, 1
9, 6, 11, 2, 1
16, 9, 6290, 12, 0
6, 0, 1, 4, 0
9, 0, 1, 4, 0
4, 0, 1, 4, 0
12, 7, 580, 10, 1
2, 1, 2, 2, 0
12, 9, 178, 11, 0
8, 4, 68, 3, 1
13, 11, 6, 7, 0
1, 0, 1, 1, 0
3, 1, 2, 1, 0
8, 7, 6, 7, 1
7, 7, 1, 2, 1
12, 11, 5, 4, 1
6, 0, 1, 6, 0
10, 1, 1, 9, 0
9, 0, 1, 9, 0
10, 4, 192, 10, 0
4, 1, 1, 3, 0
14, 13, 5, 3, 1
3, 2, 3, 2, 1
11, 1, 1, 11, 1
10, 5, 84, 6, 0
1, 0, 1, 1, 0
2, 2, 1, 2, 1
1, 0, 1, 1, 0
7, 2, 10, 4, 1
10, 4, 169, 9, 1
16, 12, 57, 3, 1
6, 4, 7, 6, 1
14, 11, 19, 9, 1
3, 0, 1, 3, 0
16, 1, 11, 5, 0
9, 6, 41, 8, 1
1, 1, 1, 1, 1
9, 4, 4, 5, 1
14, 3, 230, 12, 0
14, 1, 7, 9, 0
14, 14, 1, 3, 1
11, 8, 87, 9, 1
9, 9, 1, 5, 1
3, 0, 1, 1, 0
8, 7, 6, 4, 1
9, 0, 1, 4, 0
13, 10, 197, 2, 1
14, 5, 646, 10, 0
3, 1, 3, 1, 1
16, 16, 1, 16, 1
6, 3, 9, 6, 0
5, 0, 1, 2, 0
6, 3, 18, 1, 1
8, 0, 1, 3, 0
3, 2, 3, 3, 0
14, 1, 3, 2, 0
5, 1, 3, 5, 0
11, 5, 404, 7, 0
8, 4, 66, 3, 1
9, 4, 56, 6, 0
2, 2, 1, 2, 1
2, 1, 1, 2, 1
13, 13, 1, 7, 1
6, 4, 15, 3, 1
2, 0, 1, 1, 0
12, 11, 6, 2, 1
13, 13, 1, 3, 1
12, 5, 139, 4, 0
7, 0, 1, 4, 0
14, 2, 90, 2, 0
13, 4, 682, 4, 0
7, 2, 7, 5, 0
2, 2, 1, 1, 1
14, 2, 50, 10, 1
6, 4, 14, 4, 0
12, 1, 11, 3, 0
6, 2, 14, 5, 0
13, 8, 1023, 3, 0
14, 6, 23, 6, 0
13, 5, 1090, 10, 1
2, 0, 1, 2, 0
7, 1, 2, 6, 1
16, 2, 61, 7, 0
13, 5, 1054, 7, 1
5, 1, 4, 1, 0
7, 0, 1, 7, 0
15, 2, 104, 3, 1
8, 5, 24, 8, 1
1, 1, 1, 1, 1
12, 10, 60, 12, 0
12, 6, 620, 4, 0
11, 6, 166, 6, 1
9, 2, 1, 2, 0
2, 0, 1, 1, 0
